make,model,version,months_old,power,sale_type,gear_type,fuel_type,kms,price,is_prediction,rep_id
Bmw,X1,Sdrive 16D 116Cv,37.0,85.0,used,manual,diesel,39500.0,19950,0,1
Mercedes-Benz,A200,"Cdi * Techo Solar, Gps, 373�/Mes *",50.0,100.0,used,manual,diesel,38000.0,19950,0,1
Nissan,Qashqai,1.6 Tekna Preminum Xtronic Piel,47.0,96.0,used,Unknown,diesel,38000.0,19950,0,1
Bmw,X1,Sdrive16D,37.0,85.0,used,manual,diesel,37500.0,19950,0,1
Bmw,218,D Active Tourer Advantage,35.0,110.0,used,manual,diesel,31112.0,19950,0,1
Opel,Antara,2.2 Cdti 163 Selective 2Wd S/S 5P,29.0,120.0,used,manual,diesel,28405.0,19950,0,1
Opel,Antara,2.2 Cdti 163 Selective 2Wd S/S 5P,29.0,120.0,used,manual,diesel,28405.0,19950,0,1
Nissan,X-Trail,1.6 Dci 360� 130Cv 2Wd,35.0,96.0,used,manual,diesel,25000.0,19950,0,1
Nissan,X-Trail,1.6 Dci 360�,35.0,96.0,used,manual,diesel,24500.0,19950,0,1
Kia,Sportage,1.7Crdi Vgt Eco-D. 115Cv X-Tech Pack Total,13.0,85.0,used,manual,diesel,18880.0,19950,0,1
Volvo,V40,Kinetic,17.0,88.0,used,manual,diesel,15000.0,19950,0,1
Volvo,V40,Kinetic,16.0,88.0,used,manual,diesel,15000.0,19950,0,1
Skoda,Octavia,2.0 Tdi Cr Style Dsg 110 Kw (1,9.0,110.0,used,automatic,diesel,9939.0,19950,0,1
Volvo,V40,Kinetic,16.0,88.0,used,manual,diesel,5000.0,19950,0,1
Mazda,3,Mazda 1.5 De Luxury+Navegador 77 Kw,13.0,77.0,used,manual,diesel,4500.0,19950,0,1
Mazda,3,Skyactiv-D 1.5 105 Cv Mt Luxury,13.0,77.0,used,manual,diesel,4500.0,19950,0,1
Jeep,Renegade,1.6Mjt Sport 4X2 120,28.0,88.0,used,manual,diesel,4345.0,19950,0,1
Ds,AutomobilesDs4,Ds4 Crossback Blue Hdi 120 S&S Connected Chic,4.0,88.0,km_0,manual,diesel,25.0,19950,0,1
Renault,Talisman,Dci 110 Intens Energy Eco2 81,8.0,81.0,used,manual,diesel,10.0,19950,0,1
Renault,Talisman,Dci 130 Zen Energy 96 Kw (130,16.0,96.0,used,manual,diesel,9.0,19950,0,1
Renault,Talisman,Dci 130 Zen Energy 96 Kw (130,16.0,96.0,used,manual,diesel,9.0,19950,0,1
Renault,Talisman,Dci 130 Zen Energy 96 Kw (130,16.0,96.0,used,manual,diesel,9.0,19950,0,1
Peugeot,308,Sw 1.6E-Hdi Allure (O Style) 115 - Varios,37.0,85.0,km_0,manual,diesel,5.0,19950,0,1
Ds,AutomobilesDs4,1.2 Puretech 130 S&S Connected Chic 5P,6.0,97.0,km_0,manual,gasoline,1.0,19950,0,1
Ds,AutomobilesDs4,Crossback 1.2 Puretech 130 S&S Connected Chic 5P,6.0,96.0,used,manual,gasoline,1.0,19950,0,1
Bmw,116,D 5-Puertas,13.0,85.0,used,manual,diesel,21630.0,19927,0,1
Bmw,116,D 5-Puertas,10.0,85.0,used,manual,diesel,16824.0,19909,0,1
Audi,Q5,2.0Tdi Quattro Ambition S-Tronic 177 Nacional,56.0,130.0,used,automatic,diesel,199000.0,19900,0,1
Bmw,530,Serie 5 F07 Gran Turismo Diesel Gran Turismo,98.0,180.0,used,automatic,diesel,199000.0,19900,0,1
Bmw,X6,Xdrive 35Da,105.0,210.0,used,automatic,diesel,199000.0,19900,0,1
Mercedes-Benz,E320,Cabriolet,261.0,161.0,used,manual,gasoline,196000.0,19900,0,1
Mercedes-Benz,E320,Cabriolet,261.0,161.0,used,manual,gasoline,196000.0,19900,0,1
Bmw,X5,3.0Da,126.0,173.0,used,automatic,diesel,192000.0,19900,0,1
Bmw,X5,3.0Sda,116.0,210.0,used,automatic,diesel,190000.0,19900,0,1
Porsche,Cayenne,Diesel Aut.,105.0,176.0,used,automatic,diesel,190000.0,19900,0,1
Porsche,911,Carrera 4 Coup�,223.0,221.0,used,automatic,gasoline,183771.0,19900,0,1
Audi,A8,L 4.2 Fsi Quattro Tiptronic,121.0,257.0,used,automatic,gasoline,181300.0,19900,0,1
Bmw,520,520D Business Aut.,56.0,135.0,used,automatic,diesel,179000.0,19900,0,1
Jaguar,Xf,Sportbrake 2.2 Diesel Luxury Aut.,53.0,147.0,used,automatic,diesel,176202.0,19900,0,1
Audi,Q5,2.0Tdi Quattro 170 Dpf,98.0,125.0,used,manual,diesel,172300.0,19900,0,1
Bmw,520,Serie 5 F11 Touring Diesel Touring,63.0,135.0,used,manual,diesel,170000.0,19900,0,1
Bmw,525,Serie 5 F10 Diesel,86.0,150.0,used,manual,diesel,168000.0,19900,0,1
Land,RoverRangeRover,3.6 Tdv8 Vogue Aut.,100.0,200.0,used,automatic,diesel,168000.0,19900,0,1
Audi,A5,Sportback 2.0Tdi 143,70.0,105.0,used,manual,diesel,166560.0,19900,0,1
Land,RoverDiscovery,2.7Tdv6 Se Commandshift,97.0,140.0,used,automatic,diesel,160000.0,19900,0,1
Audi,A5,Sportback 2.0Tdi 170 Navegador,79.0,125.0,used,manual,diesel,159722.0,19900,0,1
Audi,A4Allroad,2.0Tdi,91.0,105.0,used,manual,diesel,159000.0,19900,0,1
Jaguar,Xf,2.2 Diesel Classic Aut.,57.0,140.0,used,automatic,diesel,155900.0,19900,0,1
Audi,A5,Coup� 3.0Tdi Quattro,97.0,176.0,used,manual,diesel,155000.0,19900,0,1
Audi,Q5,3.0 Tdi Quattro S Tronic Dpf 1,106.0,176.0,used,automatic,diesel,154550.0,19900,0,1
Audi,A5,Sportback 2.0Tdi 170,86.0,125.0,used,manual,diesel,154000.0,19900,0,1
Bmw,320,Serie 3 F31 Touring Diesel Touring Sport,65.0,135.0,used,automatic,diesel,154000.0,19900,0,1
Bmw,Z4,Sdrive23I,98.0,150.0,used,manual,gasoline,152000.0,19900,0,1
Audi,Q5,2.0 Tdi Quattro S Tronic 125Kw,71.0,125.0,used,automatic,diesel,151000.0,19900,0,1
Audi,A6,Avant 3.0Tdi,51.0,150.0,used,manual,diesel,150000.0,19900,0,1
Porsche,Cayenne,Turbo,127.0,331.0,used,automatic,gasoline,150000.0,19900,0,1
Bmw,530,D Gran Turismo,81.0,180.0,used,automatic,diesel,149575.0,19900,0,1
Bmw,X3,Xdrive20D,80.0,135.0,used,manual,diesel,147166.0,19900,0,1
Renault,Trafic,2.5Dci 150Cv Passenger P. Vivienda+Calefacci�n Y4,125.0,110.0,used,manual,diesel,147008.0,19900,0,1
Bmw,320,Serie 3 F30 Diesel Sport,43.0,135.0,used,manual,diesel,146000.0,19900,0,1
Bmw,520,"Serie 5 F10 Diesel **Navegador Pro, Pack M, 18""**",81.0,135.0,used,automatic,diesel,146000.0,19900,0,1
Bmw,320,320D Automatico,52.0,135.0,used,automatic,diesel,145002.0,19900,0,1
Volvo,Xc60,Momentum,76.0,120.0,used,automatic,diesel,145000.0,19900,0,1
Audi,A5,Sportback 2.0Tdi 170,90.0,125.0,used,manual,diesel,143000.0,19900,0,1
Audi,A8,L 6.0 Quattro Tiptronic,146.0,331.0,used,automatic,gasoline,140000.0,19900,0,1
Bmw,318,Da Gran Turismo,42.0,105.0,almost_new,automatic,diesel,138279.0,19900,0,1
Audi,Q3,2.0 Tfsi Quattro Ambiente 125,64.0,125.0,used,manual,gasoline,138000.0,19900,0,1
Bmw,525,Serie 5 F10 Diesel,86.0,150.0,used,automatic,diesel,136762.0,19900,0,1
Mercedes-Benz,Ml350,Cdi 4M Aut.,101.0,165.0,used,automatic,diesel,135347.0,19900,0,1
Audi,A5,Sportback 2.0 Tdi Multitronic 105Kw (143Cv),92.0,105.0,used,automatic,diesel,135000.0,19900,0,1
Hyundai,SantaFe,2.2Crdi Style,66.0,145.0,used,manual,diesel,135000.0,19900,0,1
Hyundai,SantaFe,2.2Crdi Style,66.0,145.0,used,manual,diesel,135000.0,19900,0,1
Jaguar,Xf,3.0 V6 Diesel S Premium Luxury 275 Cv,81.0,202.0,used,automatic,diesel,134000.0,19900,0,1
Mercedes-Benz,E350,Coup� Cdi Be Aut.,102.0,170.0,used,automatic,diesel,133000.0,19900,0,1
Toyota,Rav4,120D Advance Awd,46.0,91.0,used,manual,diesel,132892.0,19900,0,1
Toyota,Rav4,120D Awd Active,46.0,91.0,used,manual,diesel,132509.0,19900,0,1
Audi,A5,Sportback 2.0 Tfsi Quattro S-T 211,79.0,155.0,used,automatic,gasoline,132000.0,19900,0,1
Audi,Q3,2.0 Tdi Advance 103Kw (140Cv),61.0,103.0,used,manual,diesel,131461.0,19900,0,1
Audi,A6,Avant 2.7 Tdi,142.0,132.0,used,manual,diesel,131303.0,19900,0,1
Mercedes-Benz,Sprinter,311 Cdi Media Elev. Vivienda Y4,119.0,80.0,used,manual,diesel,130613.0,19900,0,1
Audi,A6,Avant 2.0Tdi Multitronic,68.0,130.0,used,automatic,diesel,130272.0,19900,0,1
Porsche,Boxster,2.7 240Cv,153.0,176.0,used,automatic,gasoline,130000.0,19900,0,1
Bmw,X1,Sdrive18D 110Kw (150Cv),32.0,110.0,used,automatic,diesel,129240.0,19900,0,1
Audi,A5,Sportback 2.0Tdi Quattro 170,86.0,125.0,used,manual,diesel,129000.0,19900,0,1
Audi,A5,Sportback 2.0Tdi Quattro 170,86.0,125.0,used,manual,diesel,129000.0,19900,0,1
Land,RoverRangeRoverSport,3.6Tdv8 Hse Aut.,122.0,200.0,used,automatic,diesel,127000.0,19900,0,1
Bmw,120,Serie 1 E88 Cabrio Diesel Cabrio,74.0,130.0,used,manual,diesel,126000.0,19900,0,1
Bmw,320,Serie 3 F30 Diesel Sport,73.0,135.0,used,manual,diesel,126000.0,19900,0,1
Audi,A5,Sportback 2.0Tdi 143,60.0,105.0,used,manual,diesel,125000.0,19900,0,1
Bmw,325,Serie 3 E93 Cabrio Cabrio,107.0,160.0,used,manual,gasoline,125000.0,19900,0,1
Jaguar,Xf,2.2 Diesel Premium Luxury Aut.,78.0,140.0,used,automatic,diesel,125000.0,19900,0,1
Jaguar,Xf,2.2 Diesel Premium Luxury Aut.,68.0,140.0,used,automatic,diesel,125000.0,19900,0,1
Porsche,Cayenne,V6 290 Cv,126.0,213.0,used,manual,gasoline,125000.0,19900,0,1
Audi,A5,Sportback 1.8 Tfsi Multitronic 170,66.0,125.0,used,automatic,gasoline,124749.0,19900,0,1
Mercedes-Benz,C200,Cdi Be Amg Edition,62.0,100.0,used,manual,diesel,122042.0,19900,0,1
Audi,A4,2.0Tdi Multitronic Dpf 143,66.0,105.0,used,automatic,diesel,120000.0,19900,0,1
Land,RoverDefender,110 2.5Td5 Sw E 90Kw (122Cv),140.0,90.0,used,manual,diesel,120000.0,19900,0,1
Bmw,325,Serie 3 E30 Cabriolet Cabriolet,321.0,125.0,used,manual,gasoline,119000.0,19900,0,1
Volvo,Xc60,D3 Momentum 136**Libro De Mt**,56.0,100.0,used,manual,diesel,118446.0,19900,0,1
Bmw,318,Serie 3 F34 Gran Turismo Diesel Gran Turismo (4.75,49.0,105.0,used,manual,diesel,118000.0,19900,0,1
Audi,A4Allroad,2.0Tdi 170,84.0,125.0,used,manual,diesel,117200.0,19900,0,1
Mercedes-Benz,A200,Cdi Be Urban,58.0,100.0,used,manual,diesel,117140.0,19900,0,1
Mercedes-Benz,C220,Coup� Cdi Be Blueefficiency Edition,58.0,125.0,used,manual,diesel,116576.0,19900,0,1
Volkswagen,Tiguan,2.0Tdi Bmt Sport 4Motion 177,46.0,130.0,used,manual,diesel,115000.0,19900,0,1
Bmw,330,D 170Kw (231Cv),122.0,170.0,used,manual,diesel,114600.0,19900,0,1
Audi,Q3,2.0Tdi Advance,60.0,103.0,used,manual,diesel,114000.0,19900,0,1
Bmw,320,Serie 3 F31 Touring Diesel Touring Sport,55.0,135.0,used,automatic,diesel,114000.0,19900,0,1
Mercedes-Benz,A200,Cdi Be Amg Line 7G-Dct,38.0,100.0,almost_new,automatic,diesel,113509.0,19900,0,1
Audi,A6,Avant 2.0Tdi Multitronic 177Cv,44.0,130.0,used,automatic,diesel,113001.0,19900,0,1
Volkswagen,Sharan,7Plazas+Dsg+Panoramico+Navi!!!,69.0,103.0,used,automatic,diesel,113000.0,19900,0,1
Audi,A6,"2.0 Tdi 177Cv Multitronic, 177Cv, 4P",74.0,130.0,used,automatic,diesel,112000.0,19900,0,1
Audi,A4,"Avant 2.0 Tdi 150 Multitr Advanced Edit, 150Cv, 5P",55.0,110.0,used,automatic,diesel,111000.0,19900,0,1
Audi,A4,2.0 Tdi 150Cv S Line Edition,38.0,110.0,used,manual,diesel,110191.0,19900,0,1
Bmw,320,Serie 3 E93 Cabrio Cabrio Aut.,132.0,125.0,used,automatic,gasoline,110000.0,19900,0,1
Bmw,320,Serie 3 E93 Cabrio Diesel Cabrio,92.0,135.0,used,automatic,diesel,110000.0,19900,0,1
Mercedes-Benz,C220,Cdi Be Avantgarde 7G Plus,71.0,125.0,used,automatic,diesel,109862.0,19900,0,1
Bmw,520,Serie 5 F10 Diesel,78.0,135.0,used,automatic,diesel,109000.0,19900,0,1
Audi,Q7,3.0 Tdi Quattro Tipronic 232Cv,125.0,171.0,used,automatic,diesel,108026.0,19900,0,1
Bmw,X3,Xdrive20D 135 Kw (184 Cv),75.0,135.0,used,automatic,diesel,108000.0,19900,0,1
Porsche,911,Carrera Coup�,240.0,221.0,used,semi-automatic,gasoline,108000.0,19900,0,1
Hyundai,SantaFe,2.2Crdi 4X4 Tecno 7S,56.0,145.0,almost_new,manual,diesel,107250.0,19900,0,1
Hyundai,SantaFe,2.0Crdi 4X2 Klass 7S,38.0,110.0,almost_new,manual,diesel,107000.0,19900,0,1
Seat,Alhambra,2.0Tdi Cr Eco. Reference 140,56.0,103.0,used,manual,diesel,107000.0,19900,0,1
Bmw,X3,Xdrive 20D,72.0,135.0,almost_new,automatic,diesel,106367.0,19900,0,1
Audi,Q3,2.0 Tdi Quattro,56.0,103.0,used,manual,diesel,106100.0,19900,0,1
Mercedes-Benz,C200,Cdi Estate,76.0,100.0,used,automatic,diesel,105899.0,19900,0,1
Bmw,318,Serie 3 F31 Touring Diesel Touring (0.0),47.0,105.0,used,manual,diesel,105000.0,19900,0,1
Land,RoverDefender,110 2.5Td5 Sw S,149.0,90.0,used,manual,diesel,105000.0,19900,0,1
Audi,A5,Sportback 3.0Tdi Multitronic 204,71.0,150.0,used,automatic,diesel,103000.0,19900,0,1
Renault,Espace,1.6Dci Energy Zen 130,28.0,96.0,almost_new,manual,diesel,102693.0,19900,0,1
Mercedes-Benz,A180,Cdi Aut.,60.0,80.0,used,automatic,diesel,100000.0,19900,0,1
Mercedes-Benz,Viano,2.2Cdi Ambiente Larga Aut.,95.0,110.0,used,manual,diesel,100000.0,19900,0,1
Mercedes-Benz,Viano,2.2Cdi Trend Larga 7Plazas Autom,106.0,110.0,used,automatic,diesel,100000.0,19900,0,1
Audi,A5,Coup� 2.0Tdi Advanced Ed. Multitronic Advanced Edi,50.0,130.0,used,automatic,diesel,99900.0,19900,0,1
Bmw,318,Serie 3 F30 Diesel Sport,54.0,105.0,used,automatic,diesel,99900.0,19900,0,1
Bmw,520,Serie 5 F10 Diesel Auto,77.0,135.0,used,automatic,diesel,99462.0,19900,0,1
Audi,A4,3.0Tdi Dpf 204,50.0,150.0,used,manual,diesel,99000.0,19900,0,1
Audi,A6,2.0Tdi,69.0,130.0,used,manual,diesel,99000.0,19900,0,1
Audi,A4,2.0Tdi Dpf 143,107.0,105.0,used,manual,diesel,98000.0,19900,0,1
Bmw,520,Serie 5 F10 Diesel,91.0,135.0,used,manual,diesel,97000.0,19900,0,1
Porsche,Boxster,"2.7 245 ""Impecable Como Nuevo""",136.0,180.0,used,manual,gasoline,97000.0,19900,0,1
Volkswagen,Sharan,2.0Tdi Advance Bmt 140,45.0,103.0,almost_new,manual,diesel,97000.0,19900,0,1
Bmw,318,Serie 3 F34 Gran Turismo Diesel Gran Turismo Moder,53.0,105.0,used,manual,diesel,96824.0,19900,0,1
Audi,A6,Avant 2.0Tdi,53.0,130.0,almost_new,manual,diesel,94310.0,19900,0,1
Audi,A3,Sportback 2.0 Tdi Ambiente S-Tronic 150Cv,50.0,110.0,used,automatic,diesel,93834.0,19900,0,1
Bmw,320,Serie 3 E93 Cabrio Cabrio Aut.,105.0,125.0,used,automatic,gasoline,93000.0,19900,0,1
Bmw,520,Serie 5 F11 Touring Diesel Nacional Navi,54.0,135.0,used,manual,diesel,93000.0,19900,0,1
Mercedes-Benz,E350,Coup� Cdi Be Aut.,105.0,170.0,used,automatic,diesel,93000.0,19900,0,1
Audi,A4,A4 2.0Tdi Dpf S Line Edition 1,39.0,110.0,used,manual,diesel,92000.0,19900,0,1
Mercedes-Benz,A200,Cdi Be Urban 7G-Dct,46.0,100.0,used,automatic,diesel,92000.0,19900,0,1
Audi,A4,A4 Diesel 2.0Tdi Advanced Edit,52.0,110.0,used,manual,diesel,90000.0,19900,0,1
Audi,A4,A4 Diesel 2.0Tdi Advanced Edit,52.0,110.0,used,manual,diesel,90000.0,19900,0,1
Audi,A4,Avant 2.0 Tdi Clean Diesel 150 5P,44.0,110.0,used,manual,diesel,89621.0,19900,0,1
Audi,A5,2.0 Tdi 130Kw (177Cv),74.0,130.0,used,manual,diesel,89000.0,19900,0,1
Audi,A5,2.0 Tdi 130Kw (177Cv),74.0,130.0,used,manual,diesel,89000.0,19900,0,1
Audi,A5,2.0 Tdi 130Kw (177Cv),74.0,130.0,used,manual,diesel,89000.0,19900,0,1
Audi,A5,2.0 Tdi 130Kw (177Cv),74.0,130.0,used,manual,diesel,89000.0,19900,0,1
Audi,A5,2.0 Tdi 130Kw (177Cv),74.0,130.0,used,manual,diesel,89000.0,19900,0,1
Mercedes-Benz,B200,Cdi Be Sport,44.0,100.0,used,manual,diesel,89000.0,19900,0,1
Volkswagen,Tiguan,2.0 Tdi Cross Bmt 4X2 103Kw (1,37.0,103.0,used,manual,diesel,89000.0,19900,0,1
Mercedes-Benz,A200,Cdi Blue Efficiency Urban / Nav,61.0,100.0,used,manual,diesel,88052.0,19900,0,1
Mazda,6,Wagon Aut 2.2 Diesel 150 Cv Angulo Muerto + C. Car,24.0,110.0,used,automatic,diesel,88000.0,19900,0,1
Mercedes-Benz,C220,Cdi Be Elegance Eco Edition 7G Plus,50.0,125.0,used,automatic,diesel,87568.0,19900,0,1
Bmw,316,Serie 3 F30 Diesel Essential Edition,47.0,85.0,used,manual,diesel,87000.0,19900,0,1
Jaguar,Xf,3.0 V6 Diesel S Premium Luxury Desde 240�/Mes,104.0,202.0,used,automatic,diesel,86000.0,19900,0,1
Audi,A4,Avant 2.0 Tdi Dpf Advanced Ed.Mult.,56.0,110.0,used,automatic,diesel,85477.0,19900,0,1
Bmw,X1,Sdrive18D,55.0,105.0,used,manual,diesel,84865.0,19900,0,1
Bmw,X1,Sdrive 18D 5 Plazas 143 Cv Clima Asientos Calefact,49.0,105.0,used,manual,diesel,84000.0,19900,0,1
Mercedes-Benz,C220,Cdi Be Amg Edition 7G Plus,57.0,125.0,used,automatic,diesel,84000.0,19900,0,1
Volkswagen,Sharan,2.0Tdi Advance Bmt 140,33.0,103.0,almost_new,manual,diesel,83801.0,19900,0,1
Renault,Megane,M�gane Coup� 2.0 Rs,57.0,195.0,used,manual,gasoline,83000.0,19900,0,1
Audi,A3,Sportback 2.0Tdi Ambition S-Tronic 150Cv,42.0,110.0,used,automatic,diesel,82903.0,19900,0,1
Bmw,318,Da Modern,33.0,105.0,almost_new,automatic,diesel,82622.0,19900,0,1
Bmw,X1,S-Drive 18 D 143 Cv,53.0,105.0,used,automatic,diesel,82000.0,19900,0,1
Bmw,X1,Xdrive 1.8D Automatico/Xenon/Kit M,49.0,120.0,used,automatic,diesel,82000.0,19900,0,1
Mercedes-Benz,C220,Cdi Be Avantgarde,71.0,125.0,used,manual,diesel,81609.0,19900,0,1
Mercedes-Benz,A200,Cdi Be Urban Nacional Kms Certificados,40.0,100.0,used,manual,diesel,80000.0,19900,0,1
Volkswagen,PassatVariant,2.0Tdi Bmt Advance Dsg 150,38.0,110.0,used,automatic,diesel,80000.0,19900,0,1
Audi,A4,2.0Tdi Advanced Edition Mullt. Dpf 150,53.0,110.0,used,automatic,diesel,79000.0,19900,0,1
Audi,Tt,Roadster 2.0 Tfsi,117.0,147.0,used,manual,gasoline,79000.0,19900,0,1
Toyota,Rav4,120D Advance 4X2,36.0,91.0,used,manual,diesel,77001.0,19900,0,1
Toyota,Rav4,120D 4X2 Advance,36.0,91.0,used,manual,diesel,77001.0,19900,0,1
Bmw,318,D Gran Turismo,52.0,105.0,almost_new,automatic,diesel,76902.0,19900,0,1
Bmw,320,Serie 3 F30 Diesel Luxury 5 Plazas 184 Cv,62.0,135.0,used,manual,diesel,76000.0,19900,0,1
Mercedes-Benz,A180,"Cdi Be Urban 7G-Dct Autom�tico, Navegador, C�mara",42.0,80.0,used,automatic,diesel,76000.0,19900,0,1
Audi,A3,Sportback 2.0Tdi 150Cv / Navegador / Telefono,54.0,110.0,used,manual,diesel,75600.0,19900,0,1
Mazda,Cx-5,Cx5 2.2 150Cv De 2Wd Style,48.0,110.0,used,manual,diesel,75000.0,19900,0,1
Mazda,Cx-5,Cx5 2.2 150Cv De 2Wd Style,48.0,110.0,used,manual,diesel,75000.0,19900,0,1
Bmw,318,Serie 3 F30 Diesel,44.0,105.0,used,manual,diesel,74200.0,19900,0,1
Audi,A3,Sportback 2.0Tdi S Line Edition 150,35.0,110.0,used,manual,diesel,74000.0,19900,0,1
Bmw,320,Serie 3 F30/F80 Modern Revisiones Bmw Unico Due�o,71.0,135.0,used,manual,gasoline,74000.0,19900,0,1
Bmw,520,Serie 5 F11 Touring Diesel Touring,74.0,135.0,used,manual,diesel,73000.0,19900,0,1
Porsche,Boxster,"2,7",155.0,176.0,used,manual,gasoline,73000.0,19900,0,1
Seat,Leon,2.0 Tdi Fr Plus S&S 110 Kw (15,28.0,110.0,used,manual,diesel,73000.0,19900,0,1
Bmw,318,Serie 3 F31 Touring Diesel Touring Modern (0.0),60.0,105.0,used,manual,diesel,72000.0,19900,0,1
Audi,A4,2.0Tdi 150,38.0,110.0,almost_new,manual,diesel,70972.0,19900,0,1
Audi,Q3,Q3 1.4 Tfsi Cod Design Edition,37.0,110.0,used,manual,gasoline,70000.0,19900,0,1
Bmw,218,Serie 2 F45 Active Tourer Active Tourer,37.0,100.0,used,automatic,gasoline,70000.0,19900,0,1
Ford,Mustang,"*Gestionamos La Venta De Su Coche Usado, Consultar",78.0,154.0,used,automatic,gasoline,69990.0,19900,0,1
Bmw,318,D Berlina,57.0,105.0,used,manual,diesel,69343.0,19900,0,1
Volkswagen,Sharan,"2.0Tdi Advance Bmt 140 Revisiones En Vw, Nacional",59.0,103.0,used,manual,diesel,69000.0,19900,0,1
Bmw,X1,Sdrive 18D,51.0,105.0,used,manual,diesel,68639.0,19900,0,1
Volkswagen,Passat,2.0 Tdi Advance Dsg Bmt 110 Kw,34.0,110.0,used,automatic,diesel,68117.0,19900,0,1
Mercedes-Benz,Vito,Tourer 114 Cdi Pro Larga,37.0,100.0,used,manual,diesel,68006.0,19900,0,1
Mercedes-Benz,B200,Cdi Be 7G-Dct / Navegador / Camara Pdc Trasera,62.0,100.0,used,automatic,diesel,68000.0,19900,0,1
Nissan,Qashqai,New Qashqai 1.6Dci Tekna 4X2 19��,49.0,96.0,used,manual,diesel,68000.0,19900,0,1
Audi,A4,2.0 Tdi 177Cv Quattro Advancededition,52.0,130.0,used,manual,diesel,67980.0,19900,0,1
Mercedes-Benz,A180,Cdi Be Amg Line,41.0,80.0,used,manual,diesel,67000.0,19900,0,1
Bmw,X1,Sdrive18D 105Kw (143Cv),55.0,105.0,used,manual,diesel,66300.0,19900,0,1
Bmw,X1,X1 E84 Diesel Sdrive 18D,49.0,105.0,used,manual,diesel,65536.0,19900,0,1
Ford,Kuga,Titanium S 2.0 Tdci 4X2 150Cv M6Vel,34.0,101.0,used,manual,diesel,65530.0,19900,0,1
Ford,Kuga,Titanium S 2.0 Tdci 4X2 150Cv M6Vel,34.0,101.0,used,manual,diesel,65530.0,19900,0,1
Ford,Kuga,Titanium S 2.0 Tdci 4X2 150Cv M6Vel,34.0,101.0,used,manual,diesel,65530.0,19900,0,1
Audi,A4,Avant 2.0Tdi Dpf 136,67.0,100.0,used,manual,diesel,64000.0,19900,0,1
Audi,A4,Avant 2.0Tdi Dpf 136,67.0,100.0,used,manual,diesel,64000.0,19900,0,1
Audi,A4,Avant 2.0Tdi Dpf 136,68.0,100.0,used,manual,diesel,64000.0,19900,0,1
Audi,A3,Sportback 1.6Tdi Cd S Line Ed. S-T S Line Edition,35.0,81.0,used,automatic,diesel,63300.0,19900,0,1
Bmw,520,Da,78.0,135.0,almost_new,automatic,diesel,63042.0,19900,0,1
Hyundai,Ix35,2.0 Crdi Sle 4X4 135Kw (184Cv),54.0,135.0,used,manual,diesel,63000.0,19900,0,1
Mercedes-Benz,C220,"Cdi Be Avantgarde 7G Plus ""Impecable-Nacional""",62.0,125.0,used,automatic,diesel,63000.0,19900,0,1
Mini,CooperD,Clubman 150Cv,27.0,110.0,used,manual,diesel,62800.0,19900,0,1
Bmw,320,Serie 3 F30 Diesel Essential Edition,62.0,135.0,used,manual,diesel,62700.0,19900,0,1
Volkswagen,Tiguan,2.0Tdi Bmt Cross 4X2 140Cv - Un Solo Propietario,37.0,103.0,used,manual,diesel,62000.0,19900,0,1
Bmw,320,I Cabrio,82.0,125.0,used,manual,gasoline,61500.0,19900,0,1
Bmw,320,Serie 3 F31 Touring Diesel Touring Iva Deducible,56.0,135.0,used,manual,diesel,61000.0,19900,0,1
Mercedes-Benz,B200,Cdi Be Sport Auto Concesioanrio Mercedes Benz,47.0,100.0,used,automatic,diesel,60800.0,19900,0,1
Audi,A6,2.0Tdi Advanced Edition,51.0,100.0,almost_new,manual,diesel,60407.0,19900,0,1
Bmw,118,Serie 1 F20 5P. Diesel,25.0,110.0,used,automatic,diesel,60000.0,19900,0,1
Jeep,Wrangler,4.0 65 Aniversario,140.0,130.0,used,manual,gasoline,60000.0,19900,0,1
Volvo,Xc60,D4 Momentum 163 Cv Automatico Negro Met,65.0,120.0,used,manual,diesel,60000.0,19900,0,1
Volkswagen,Touran,1.6Tdi Cr Bmt Edition 115,18.0,85.0,used,manual,diesel,59770.0,19900,0,1
Audi,A4,A4 Diesel 2.0Tdi Dpf S Line Ed,45.0,110.0,used,manual,diesel,59443.0,19900,0,1
Bmw,320,Serie 3 E93 Cabrio Cabrio Aut. Solo 59000 Kms,107.0,125.0,used,automatic,gasoline,59000.0,19900,0,1
Bmw,320,Serie 3 F30/F80 Iva Deducible -Libro Revisiones,54.0,135.0,used,manual,gasoline,59000.0,19900,0,1
Seat,Leon,St 2.0 Tdi Cr S&S Fr Dsg6 135 Kw,46.0,135.0,used,automatic,diesel,59000.0,19900,0,1
Ssangyong,Rodius,Premium 2.0 E-Xdi 155 Cv Auto 5P 7 Plazas,34.0,114.0,used,automatic,diesel,58487.0,19900,0,1
Honda,Cr-V,1.6 I-Dtec 120 4X2 Navi Elegance,23.0,88.0,used,manual,diesel,58000.0,19900,0,1
Seat,Alhambra,2.0Tdi Cr 140Cv-58000Km-Libro-Garantia-7 Plazas,32.0,103.0,used,manual,diesel,58000.0,19900,0,1
Bmw,316,D Touring,49.0,85.0,used,manual,diesel,57000.0,19900,0,1
Volkswagen,Golf,Vii-2.0Tdi-150Cv Pano-Navi-Xenon Como Nuevo,26.0,110.0,used,manual,diesel,57000.0,19900,0,1
Bmw,316,D Berlina,42.0,85.0,used,manual,diesel,56320.0,19900,0,1
