make,model,version,gear_type,fuel_type,power,kms,registration,price,is_prediction,rep_id,price_base,status,damages,diagnostico_dmgs
910,1516,8468,3,2,155,132071,07/2018,20499,False,1,20499,tasado,,perfecto
790,1235,6917,3,1,115,127971,03/2017,11099,False,1,11099,tasado,,perfecto
60,101,601,1,2,150,121802,03/2019,23999,False,1,23999,tasado,,perfecto
860,1392,7570,1,3,222,89072,04/2022,34899,False,1,34899,tasado,,perfecto
790,1229,6841,3,2,110,51037,03/2022,18599,False,1,18599,tasado,,perfecto
280,454,2175,3,2,110,121419,07/2016,10599,False,1,10599,tasado,,perfecto
235,417,2079,1,1,180,140685,10/2019,18799,False,1,18799,tasado,,perfecto
730,765,3776,3,1,150,82561,01/2020,19399,False,1,19399,tasado,,perfecto
905,1425,7756,1,2,125,17101,07/2015,15199,False,1,15199,tasado,,perfecto
800,1259,7039,3,2,150,94561,07/2018,15299,False,1,15299,tasado,,perfecto
720,1172,6433,1,3,200,69762,06/2023,27099,False,1,27099,tasado,,perfecto
425,711,3506,3,2,65,27406,10/2015,8799,False,1,8799,tasado,,perfecto
60,100,592,1,2,150,50247,03/2019,23399,False,1,23399,tasado,,perfecto
570,881,4380,1,2,122,112514,12/2018,22399,False,1,22399,tasado,,perfecto
280,449,2149,3,2,70,66380,06/2021,10599,False,1,10599,tasado,,perfecto
860,1397,7593,1,3,101,102851,04/2017,13299,False,1,13299,tasado,,perfecto
650,1065,5656,3,2,101,124997,11/2019,9799,False,1,9799,tasado,,perfecto
860,1360,7432,1,2,72,37729,04/2023,16099,False,1,16099,tasado,,perfecto
130,175,1124,1,1,150,106589,09/2018,19799,False,1,19799,tasado,,perfecto
860,1397,7593,1,3,100,99863,01/2020,14899,False,1,14899,tasado,,perfecto
650,1055,5589,1,3,181,25594,02/2023,22799,False,1,22799,tasado,,perfecto
285,506,2487,3,1,180,103738,11/2016,17299,False,1,17299,tasado,,perfecto
905,1475,8085,1,2,190,90182,08/2019,30299,False,1,30299,tasado,,perfecto
60,102,611,3,1,150,95803,02/2022,28299,False,1,28299,tasado,,perfecto
345,615,3073,3,2,120,72404,05/2018,14099,False,1,14099,tasado,,perfecto
830,1320,7273,1,2,83,24890,09/2021,15899,False,1,15899,tasado,,perfecto
285,510,2540,3,1,115,83467,10/2014,10499,False,1,10499,tasado,,perfecto
670,1119,6100,1,3,224,67166,08/2023,27599,False,1,27599,tasado,,perfecto
280,470,2273,3,1,170,142965,08/2015,11999,False,1,11999,tasado,,perfecto
868,932,5059,3,2,106,34491,07/2023,14899,False,1,14899,tasado,,perfecto
905,1444,7906,3,2,90,70702,03/2016,11299,False,1,11299,tasado,,perfecto
190,275,1529,1,1,131,42414,03/2023,18999,False,1,18999,tasado,,perfecto
670,1127,6159,1,1,180,84355,10/2020,20599,False,1,20599,tasado,,perfecto
670,1138,6241,1,2,131,35277,12/2019,19499,False,1,19499,tasado,,perfecto
905,1470,8060,3,2,110,54706,04/2022,19399,False,1,19399,tasado,,perfecto
190,271,1502,3,1,100,50482,03/2022,12699,False,1,12699,tasado,,perfecto
425,725,3569,3,1,116,50720,08/2020,18099,False,1,18099,tasado,,perfecto
60,82,313,3,1,116,104185,08/2018,16299,False,1,16299,tasado,,perfecto
130,160,951,1,2,252,101253,09/2018,28499,False,1,28499,tasado,,perfecto
280,493,2408,3,1,95,141619,03/2016,8099,False,1,8099,tasado,,perfecto
730,770,3864,1,2,300,96215,10/2018,28899,False,1,28899,tasado,,perfecto
345,604,3024,3,1,110,119444,09/2016,11399,False,1,11399,tasado,,perfecto
40,43,151,3,1,120,74167,05/2019,13799,False,1,13799,tasado,,perfecto
790,1229,6841,3,2,116,5311,05/2025,23999,False,1,23999,tasado,,perfecto
650,1048,5546,3,2,87,92619,04/2015,7799,False,1,7799,tasado,,perfecto
570,872,4224,1,1,116,60778,06/2022,26999,False,1,26999,tasado,,perfecto
60,83,357,1,3,204,50237,12/2020,22499,False,1,22499,tasado,,perfecto
720,1183,6547,3,2,140,79840,06/2019,14799,False,1,14799,tasado,,perfecto
910,1516,8469,1,2,129,111927,12/2020,23799,False,1,23799,tasado,,perfecto
504,803,3973,1,3,261,57442,11/2022,23399,False,1,23399,tasado,,perfecto
860,1397,7592,3,2,110,33108,07/2019,15399,False,1,15399,tasado,,perfecto
345,602,3003,3,2,85,71828,06/2016,10099,False,1,10099,tasado,,perfecto
190,267,1462,3,2,110,61619,11/2018,16399,False,1,16399,tasado,,perfecto
60,100,586,3,1,116,103059,11/2018,19499,False,1,19499,tasado,,perfecto
190,271,1496,3,2,82,70176,08/2018,7899,False,1,7899,tasado,,perfecto
285,506,2487,3,1,180,66345,07/2016,19499,False,1,19499,tasado,,perfecto
670,1126,6138,3,2,82,80010,05/2016,7699,False,1,7699,tasado,,perfecto
830,1321,7279,3,2,102,9777,06/2023,28999,False,1,28999,tasado,,perfecto
670,1126,6138,1,2,130,78120,05/2021,16199,False,1,16199,tasado,,perfecto
130,161,985,1,1,258,124406,10/2015,21099,False,1,21099,tasado,,perfecto
285,518,2613,3,2,150,73453,11/2017,14299,False,1,14299,tasado,,perfecto
60,100,586,3,1,115,144579,07/2018,17399,False,1,17399,tasado,,perfecto
905,1444,7906,3,2,90,47493,11/2015,11199,False,1,11199,tasado,,perfecto
650,1080,5790,3,2,140,110290,07/2017,10399,False,1,10399,tasado,,perfecto
580,956,5150,1,1,110,53515,07/2014,13999,False,1,13999,tasado,,perfecto
550,853,4132,3,2,186,65115,12/2021,21599,False,1,21599,tasado,,perfecto
130,157,804,1,1,150,76316,11/2020,23999,False,1,23999,tasado,,perfecto
570,881,4387,3,1,135,86676,05/2017,21599,False,1,21599,tasado,,perfecto
650,1065,5653,3,2,75,34573,03/2022,11999,False,1,11999,tasado,,perfecto
285,510,2540,3,1,115,122265,03/2015,10099,False,1,10099,tasado,,perfecto
650,1066,5679,3,1,100,150992,04/2018,8599,False,1,8599,tasado,,perfecto
190,272,1510,3,2,110,79632,02/2020,9499,False,1,9499,tasado,,perfecto
190,271,1496,3,2,82,53289,01/2018,9499,False,1,9499,tasado,,perfecto
580,958,5166,3,2,135,99832,06/2018,13999,False,1,13999,tasado,,perfecto
190,277,1552,1,1,92,140589,11/2014,9199,False,1,9199,tasado,,perfecto
570,876,4284,1,1,116,96315,09/2019,19099,False,1,19099,tasado,,perfecto
670,1127,6148,1,2,130,95988,02/2020,14899,False,1,14899,tasado,,perfecto
720,1174,6439,3,2,90,105500,11/2016,9999,False,1,9999,tasado,,perfecto
670,1126,6142,3,1,120,79581,07/2017,12399,False,1,12399,tasado,,perfecto
235,417,2078,1,2,181,65830,12/2021,21499,False,1,21499,tasado,,perfecto
860,1355,7407,1,3,136,121204,01/2018,15799,False,1,15799,tasado,,perfecto
130,159,888,1,1,190,52445,03/2022,30499,False,1,30499,tasado,,perfecto
390,670,3336,3,2,101,56761,05/2023,17599,False,1,17599,tasado,,perfecto
670,1130,6171,1,2,130,90586,08/2020,16999,False,1,16999,tasado,,perfecto
730,765,3776,3,1,150,128002,07/2018,14799,False,1,14799,tasado,,perfecto
130,161,989,1,2,252,58891,07/2017,28499,False,1,28499,tasado,,perfecto
905,1427,7778,3,2,150,31220,10/2024,28299,False,1,28299,tasado,,perfecto
570,876,4283,3,1,110,81028,06/2014,13499,False,1,13499,tasado,,perfecto
868,932,5059,3,2,106,56980,11/2022,13799,False,1,13799,tasado,,perfecto
190,312,1740,3,1,150,113871,02/2019,23799,False,1,23799,tasado,,perfecto
340,564,2893,1,3,184,52213,07/2020,24999,False,1,24999,tasado,,perfecto
910,1516,8472,1,3,261,89156,10/2021,25199,False,1,25199,tasado,,perfecto
790,1235,6917,3,1,115,115582,12/2017,12399,False,1,12399,tasado,,perfecto
790,1233,6865,3,2,75,69126,12/2015,9699,False,1,9699,tasado,,perfecto
570,881,4380,1,2,136,55837,09/2019,27099,False,1,27099,tasado,,perfecto
860,1355,7407,1,3,136,100315,11/2016,13599,False,1,13599,tasado,,perfecto
345,615,3078,1,2,177,70186,09/2018,17799,False,1,17799,tasado,,perfecto
345,626,3117,3,2,132,128023,09/2016,13499,False,1,13499,tasado,,perfecto
190,277,1548,3,2,110,68151,12/2018,10099,False,1,10099,tasado,,perfecto
194,343,1866,3,1,110,137254,08/2018,13299,False,1,13299,tasado,,perfecto
800,1252,6997,3,2,60,77241,11/2019,9599,False,1,9599,tasado,,perfecto
194,343,1871,3,2,114,38687,01/2019,15399,False,1,15399,tasado,,perfecto
235,417,2076,3,1,130,98772,02/2020,17499,False,1,17499,tasado,,perfecto
225,1029,5474,3,1,110,72980,09/2016,14399,False,1,14399,tasado,,perfecto
790,1227,6834,3,2,115,95533,03/2018,12699,False,1,12699,tasado,,perfecto
345,604,3015,3,2,120,46144,02/2020,15599,False,1,15599,tasado,,perfecto
570,900,4666,1,1,170,88335,04/2019,31899,False,1,31899,tasado,,perfecto
345,589,2964,3,2,79,27202,12/2024,16799,False,1,16799,tasado,,perfecto
790,1235,6924,3,1,116,150663,09/2021,15399,False,1,15399,tasado,,perfecto
550,838,4040,3,2,90,54083,07/2022,15599,False,1,15599,tasado,,perfecto
345,602,3002,3,1,75,148305,05/2015,8599,False,1,8599,tasado,,perfecto
190,284,1606,3,2,131,61257,09/2019,13999,False,1,13999,tasado,,perfecto
340,564,2893,1,3,215,112029,07/2021,25399,False,1,25399,tasado,,perfecto
905,1444,7906,3,2,90,85992,05/2015,10499,False,1,10499,tasado,,perfecto
60,84,387,1,1,136,81533,06/2021,24599,False,1,24599,tasado,,perfecto
905,1444,7906,3,2,90,95661,05/2014,10799,False,1,10799,tasado,,perfecto
280,448,2139,3,2,70,39642,05/2021,10599,False,1,10599,tasado,,perfecto
730,765,3776,1,1,150,82685,07/2016,16099,False,1,16099,tasado,,perfecto
194,350,1912,3,2,90,140617,08/2018,9099,False,1,9099,tasado,,perfecto
194,343,1871,3,2,115,93051,07/2018,11599,False,1,11599,tasado,,perfecto
190,292,1644,3,1,100,75457,06/2016,8299,False,1,8299,tasado,,perfecto
670,1126,6138,3,2,101,75741,07/2020,13399,False,1,13399,tasado,,perfecto
130,174,1107,1,2,192,52063,09/2016,21499,False,1,21499,tasado,,perfecto
280,454,2170,3,1,95,131741,02/2018,10499,False,1,10499,tasado,,perfecto
650,1069,5699,3,1,131,107960,02/2020,13499,False,1,13499,tasado,,perfecto
345,601,2996,1,2,87,27041,08/2019,12899,False,1,12899,tasado,,perfecto
905,1471,8063,3,2,115,102771,10/2019,16999,False,1,16999,tasado,,perfecto
60,88,493,1,1,204,98143,06/2019,26599,False,1,26599,tasado,,perfecto
345,613,3065,3,2,135,142316,10/2014,10599,False,1,10599,tasado,,perfecto
860,1397,7592,3,2,110,52058,08/2017,13099,False,1,13099,tasado,,perfecto
285,536,2760,3,2,100,75303,10/2019,13799,False,1,13799,tasado,,perfecto
285,505,2483,1,2,125,72653,09/2018,13599,False,1,13599,tasado,,perfecto
225,1029,5477,3,1,130,132689,05/2018,14899,False,1,14899,tasado,,perfecto
425,729,3604,1,3,141,75342,08/2020,17499,False,1,17499,tasado,,perfecto
345,626,3123,1,3,265,107558,10/2021,22899,False,1,22899,tasado,,perfecto
130,174,1103,1,1,150,80444,12/2019,23899,False,1,23899,tasado,,perfecto
905,1440,7875,1,1,150,137132,09/2015,16299,False,1,16299,tasado,,perfecto
830,1320,7273,3,2,83,58920,07/2021,14099,False,1,14099,tasado,,perfecto
670,1111,6012,3,2,110,124119,01/2017,8399,False,1,8399,tasado,,perfecto
375,651,3214,1,2,147,33963,09/2024,25799,False,1,25799,tasado,,perfecto
670,1119,6103,1,1,160,108797,12/2019,15099,False,1,15099,tasado,,perfecto
285,510,2529,1,2,125,104620,10/2019,15499,False,1,15499,tasado,,perfecto
345,601,2991,3,2,67,80297,09/2019,9999,False,1,9999,tasado,,perfecto
860,1359,7429,3,2,72,33890,06/2021,12199,False,1,12199,tasado,,perfecto
425,692,3437,3,1,135,113448,03/2014,10499,False,1,10499,tasado,,perfecto
650,1073,5732,3,1,170,75890,04/2019,15999,False,1,15999,tasado,,perfecto
190,284,1606,3,2,131,93727,03/2019,13899,False,1,13899,tasado,,perfecto
345,626,3123,1,3,265,35034,02/2024,30799,False,1,30799,tasado,,perfecto
130,159,887,1,1,190,148164,03/2018,21399,False,1,21399,tasado,,perfecto
570,872,4228,1,1,135,121939,11/2015,17099,False,1,17099,tasado,,perfecto
670,1127,6154,1,3,299,92929,01/2020,17999,False,1,17999,tasado,,perfecto
345,602,3003,3,2,84,61156,09/2022,13699,False,1,13699,tasado,,perfecto
730,765,3776,1,1,150,108864,01/2018,16799,False,1,16799,tasado,,perfecto
650,1048,5546,3,2,87,120411,01/2015,6599,False,1,6599,tasado,,perfecto
910,1516,8474,1,2,163,6221,12/2021,26399,False,1,26399,tasado,,perfecto
340,564,2893,1,3,184,114954,12/2020,23599,False,1,23599,tasado,,perfecto
670,1127,6154,1,3,224,44088,11/2023,20699,False,1,20699,tasado,,perfecto
650,1065,5656,3,2,101,104298,02/2020,9699,False,1,9699,tasado,,perfecto
790,1235,6907,3,2,150,130796,04/2016,13699,False,1,13699,tasado,,perfecto
345,601,2991,3,2,67,11831,07/2024,14099,False,1,14099,tasado,,perfecto
790,1240,6941,1,2,150,89278,02/2020,24599,False,1,24599,tasado,,perfecto
670,1106,5975,1,2,101,105988,01/2020,10899,False,1,10899,tasado,,perfecto
720,1191,6626,3,2,100,93855,09/2017,10699,False,1,10699,tasado,,perfecto
790,1235,6914,3,2,150,40173,11/2020,19999,False,1,19999,tasado,,perfecto
670,1130,6174,3,1,120,90756,11/2017,15199,False,1,15199,tasado,,perfecto
730,770,3863,1,1,180,73840,07/2018,24999,False,1,24999,tasado,,perfecto
910,1516,8472,1,3,261,79143,02/2021,25499,False,1,25499,tasado,,perfecto
860,1397,7593,1,3,116,24881,12/2022,19699,False,1,19699,tasado,,perfecto
285,510,2529,3,2,125,135317,06/2019,12699,False,1,12699,tasado,,perfecto
860,1360,7432,1,2,72,18862,03/2024,16999,False,1,16999,tasado,,perfecto
280,448,2140,3,2,70,62290,11/2015,8599,False,1,8599,tasado,,perfecto
190,275,1532,3,1,115,92443,02/2015,8699,False,1,8699,tasado,,perfecto
860,1397,7598,3,2,100,82294,08/2016,11299,False,1,11299,tasado,,perfecto
910,1508,8347,3,1,150,127087,05/2014,11699,False,1,11699,tasado,,perfecto
345,602,3003,3,2,85,55750,03/2016,10499,False,1,10499,tasado,,perfecto
905,1478,8117,3,1,150,108392,09/2016,19199,False,1,19199,tasado,,perfecto
720,1205,6735,3,1,145,72791,02/2018,25399,False,1,25399,tasado,,perfecto
860,1397,7593,1,3,131,10135,08/2025,26099,False,1,26099,tasado,,perfecto
550,839,4048,3,2,100,58710,06/2017,14799,False,1,14799,tasado,,perfecto
60,83,344,3,1,150,121260,10/2015,15999,False,1,15999,tasado,,perfecto
190,271,1496,3,2,82,64316,10/2018,8499,False,1,8499,tasado,,perfecto
860,1392,7570,1,3,306,102451,03/2022,34499,False,1,34499,tasado,,perfecto
790,1233,6870,3,2,70,40097,08/2015,8699,False,1,8699,tasado,,perfecto
340,574,2924,1,3,109,40621,01/2023,20899,False,1,20899,tasado,,perfecto
60,102,614,1,1,200,132467,02/2022,32299,False,1,32299,tasado,,perfecto
720,1191,6626,3,2,132,105434,09/2017,11599,False,1,11599,tasado,,perfecto
60,83,353,1,2,150,34252,09/2023,29799,False,1,29799,tasado,,perfecto
425,711,3506,3,2,67,10515,11/2022,11799,False,1,11799,tasado,,perfecto
225,1005,5386,3,1,110,98320,03/2017,11599,False,1,11599,tasado,,perfecto
860,1355,7403,3,1,90,145081,02/2017,10799,False,1,10799,tasado,,perfecto
670,1106,5975,3,2,101,86959,08/2020,11199,False,1,11199,tasado,,perfecto
590,984,5319,3,2,71,20412,06/2023,11699,False,1,11699,tasado,,perfecto
860,1377,7511,3,1,177,117640,09/2017,34599,False,1,34599,tasado,,perfecto
280,454,2177,3,1,120,141801,02/2017,11399,False,1,11399,tasado,,perfecto
285,517,2611,3,2,85,98675,04/2018,7999,False,1,7999,tasado,,perfecto
550,849,4115,1,2,150,50077,01/2019,19499,False,1,19499,tasado,,perfecto
225,1010,5401,3,2,90,71463,03/2018,10399,False,1,10399,tasado,,perfecto
130,160,937,1,1,190,70497,10/2017,26399,False,1,26399,tasado,,perfecto
720,1175,6456,3,2,91,8761,05/2024,15499,False,1,15499,tasado,,perfecto
650,1096,5917,3,2,140,57969,10/2017,13799,False,1,13799,tasado,,perfecto
60,83,338,1,1,115,125537,05/2017,15799,False,1,15799,tasado,,perfecto
130,174,1111,1,1,143,112983,03/2015,14899,False,1,14899,tasado,,perfecto
190,271,1502,3,1,100,40726,01/2021,11599,False,1,11599,tasado,,perfecto
720,1183,6546,1,2,130,104074,12/2018,13599,False,1,13599,tasado,,perfecto
190,275,1525,3,2,131,26145,02/2024,16499,False,1,16499,tasado,,perfecto
285,509,2508,3,2,100,95783,11/2014,8299,False,1,8299,tasado,,perfecto
190,267,1465,3,1,130,75739,02/2022,19199,False,1,19199,tasado,,perfecto
285,510,2529,3,2,125,123066,02/2016,8199,False,1,8199,tasado,,perfecto
345,602,3003,3,2,84,39763,09/2023,15199,False,1,15199,tasado,,perfecto
130,158,839,1,1,190,101136,11/2016,17999,False,1,17999,tasado,,perfecto
570,876,4284,1,1,116,111964,12/2019,18999,False,1,18999,tasado,,perfecto
905,1471,8065,1,2,150,10994,03/2025,31299,False,1,31299,tasado,,perfecto
650,1079,5780,3,2,140,48720,04/2014,11099,False,1,11099,tasado,,perfecto
390,670,3334,1,2,100,17082,07/2024,24299,False,1,24299,tasado,,perfecto
340,574,2924,1,3,122,2572,11/2025,23099,False,1,23099,tasado,,perfecto
590,962,5192,3,2,117,65291,12/2017,14299,False,1,14299,tasado,,perfecto
650,1066,5677,3,2,110,33045,02/2022,12999,False,1,12999,tasado,,perfecto
285,520,2647,1,1,150,152702,10/2019,14999,False,1,14999,tasado,,perfecto
670,1111,6025,3,2,125,117931,02/2014,8199,False,1,8199,tasado,,perfecto
40,46,169,1,1,150,82254,09/2017,20899,False,1,20899,tasado,,perfecto
670,1138,6242,1,1,131,75422,01/2020,19699,False,1,19699,tasado,,perfecto
425,725,3577,3,1,115,122475,03/2017,14199,False,1,14199,tasado,,perfecto
570,881,4380,1,2,136,95287,06/2019,25399,False,1,25399,tasado,,perfecto
570,900,4665,1,2,211,90521,12/2019,34699,False,1,34699,tasado,,perfecto
425,723,3553,1,3,230,85606,09/2020,30999,False,1,30999,tasado,,perfecto
194,350,1918,3,2,75,22408,05/2015,8599,False,1,8599,tasado,,perfecto
130,174,1103,1,1,150,85587,02/2022,27599,False,1,27599,tasado,,perfecto
550,849,4116,3,2,121,64832,06/2020,17099,False,1,17099,tasado,,perfecto
580,958,5170,1,2,178,24697,01/2024,28599,False,1,28599,tasado,,perfecto
800,1259,7048,3,1,110,154109,12/2016,11299,False,1,11299,tasado,,perfecto
790,1224,6818,3,1,150,39653,07/2016,21099,False,1,21099,tasado,,perfecto
285,525,2676,3,2,125,78252,01/2021,16299,False,1,16299,tasado,,perfecto
280,454,2173,3,2,140,30651,05/2016,11799,False,1,11799,tasado,,perfecto
860,1392,7570,1,3,218,150370,06/2019,24099,False,1,24099,tasado,,perfecto
905,1425,7760,3,1,115,93198,06/2018,16099,False,1,16099,tasado,,perfecto
670,1106,5975,3,2,101,75051,01/2020,11599,False,1,11599,tasado,,perfecto
235,417,2076,1,1,130,85318,04/2020,18499,False,1,18499,tasado,,perfecto
580,954,5143,3,1,115,142778,07/2016,11699,False,1,11699,tasado,,perfecto
590,978,5284,1,3,203,140737,03/2018,16099,False,1,16099,tasado,,perfecto
670,1126,6140,1,1,130,84947,03/2021,17899,False,1,17899,tasado,,perfecto
425,711,3506,3,2,67,15750,10/2021,11399,False,1,11399,tasado,,perfecto
910,1516,8479,1,2,190,128810,01/2019,23199,False,1,23199,tasado,,perfecto
905,1478,8117,3,1,150,102417,12/2016,19799,False,1,19799,tasado,,perfecto
650,1066,5678,3,1,102,64981,11/2019,12199,False,1,12199,tasado,,perfecto
650,1069,5699,3,1,131,116083,10/2018,12799,False,1,12799,tasado,,perfecto
650,1065,5660,3,2,90,109328,08/2016,7699,False,1,7699,tasado,,perfecto
190,267,1465,3,1,102,44948,05/2021,18299,False,1,18299,tasado,,perfecto
800,1257,7021,3,2,115,80915,01/2020,16699,False,1,16699,tasado,,perfecto
190,269,1484,3,2,72,41421,08/2019,9199,False,1,9199,tasado,,perfecto
345,626,3118,3,1,116,115771,02/2019,15199,False,1,15199,tasado,,perfecto
580,956,5148,1,2,135,91313,07/2018,16199,False,1,16199,tasado,,perfecto
60,88,469,1,1,190,109650,07/2015,16499,False,1,16499,tasado,,perfecto
190,272,1510,3,2,110,52946,03/2021,11299,False,1,11299,tasado,,perfecto
190,275,1526,1,2,136,28599,01/2025,19799,False,1,19799,tasado,,perfecto
860,1366,7470,1,3,122,78639,05/2020,17999,False,1,17999,tasado,,perfecto
905,1446,7942,3,2,180,141266,03/2016,17499,False,1,17499,tasado,,perfecto
550,850,4121,3,1,150,118175,11/2017,15799,False,1,15799,tasado,,perfecto
130,159,871,3,2,135,63257,03/2015,15799,False,1,15799,tasado,,perfecto
504,803,3973,1,3,261,53751,05/2023,23199,False,1,23199,tasado,,perfecto
790,1235,6907,3,2,150,100219,07/2017,14699,False,1,14699,tasado,,perfecto
910,1517,8487,1,1,197,92397,07/2021,30099,False,1,30099,tasado,,perfecto
650,1065,5656,3,2,101,60227,04/2020,11099,False,1,11099,tasado,,perfecto
130,160,937,1,1,190,114602,11/2019,24399,False,1,24399,tasado,,perfecto
860,1392,7570,1,3,218,68889,09/2022,32799,False,1,32799,tasado,,perfecto
570,872,4225,1,2,136,13632,05/2024,29999,False,1,29999,tasado,,perfecto
225,1029,5473,3,1,116,78226,11/2019,16599,False,1,16599,tasado,,perfecto
60,80,284,3,1,110,133036,04/2015,13899,False,1,13899,tasado,,perfecto
860,1366,7470,1,3,125,81440,05/2019,17699,False,1,17699,tasado,,perfecto
650,1069,5698,3,2,130,26662,08/2018,13199,False,1,13199,tasado,,perfecto
280,493,2414,3,1,120,147489,10/2016,9399,False,1,9399,tasado,,perfecto
60,84,387,1,1,136,150763,07/2022,21299,False,1,21299,tasado,,perfecto
425,725,3574,1,3,230,45003,05/2022,26699,False,1,26699,tasado,,perfecto
790,1235,6914,3,2,150,2710,12/2025,24399,False,1,24399,tasado,,perfecto
860,1366,7470,1,3,125,143874,05/2021,16399,False,1,16399,tasado,,perfecto
800,1252,7001,3,2,90,50993,04/2017,10299,False,1,10299,tasado,,perfecto
790,1227,6834,3,2,95,117170,07/2018,12199,False,1,12199,tasado,,perfecto
650,1065,5653,3,2,101,70917,07/2020,10799,False,1,10799,tasado,,perfecto
650,1063,5647,3,2,110,78318,04/2019,13599,False,1,13599,tasado,,perfecto
720,1202,6698,3,2,140,82001,08/2018,14199,False,1,14199,tasado,,perfecto
425,718,3536,3,2,84,70796,04/2022,11999,False,1,11999,tasado,,perfecto
670,1126,6138,3,2,110,106617,10/2015,8099,False,1,8099,tasado,,perfecto
425,708,3494,1,3,141,65738,03/2022,19499,False,1,19499,tasado,,perfecto
670,1127,6151,3,1,120,82727,05/2015,9899,False,1,9899,tasado,,perfecto
235,417,2077,1,3,299,102914,07/2020,21299,False,1,21299,tasado,,perfecto
130,157,804,1,1,150,51471,05/2022,26499,False,1,26499,tasado,,perfecto
285,510,2529,1,2,125,87537,02/2019,14999,False,1,14999,tasado,,perfecto
190,279,1565,1,1,130,129509,06/2019,13899,False,1,13899,tasado,,perfecto
225,1005,5384,3,2,117,49835,06/2020,15199,False,1,15199,tasado,,perfecto
190,284,1607,3,1,131,79062,06/2021,16899,False,1,16899,tasado,,perfecto
580,958,5175,3,2,102,132928,03/2015,9199,False,1,9199,tasado,,perfecto
345,615,3076,1,3,141,68597,04/2022,19099,False,1,19099,tasado,,perfecto
225,1005,5388,1,3,143,4891,09/2025,24999,False,1,24999,tasado,,perfecto
235,417,2076,1,1,130,96969,05/2021,19699,False,1,19699,tasado,,perfecto
190,277,1548,3,2,82,101108,02/2016,8299,False,1,8299,tasado,,perfecto
60,83,351,1,1,150,150771,05/2021,21299,False,1,21299,tasado,,perfecto
650,1066,5678,3,1,102,33370,01/2019,12699,False,1,12699,tasado,,perfecto
650,1065,5660,3,2,90,60262,06/2017,9199,False,1,9199,tasado,,perfecto
60,87,441,1,1,150,87873,10/2017,22999,False,1,22999,tasado,,perfecto
905,1477,8094,1,1,262,106868,01/2016,26299,False,1,26299,tasado,,perfecto
905,1444,7902,3,2,95,102656,10/2019,13599,False,1,13599,tasado,,perfecto
670,1111,6019,3,1,115,80266,10/2014,10499,False,1,10499,tasado,,perfecto
860,1398,7599,1,3,131,5847,12/2025,29399,False,1,29399,tasado,,perfecto
285,518,2618,3,1,150,97882,06/2018,15899,False,1,15899,tasado,,perfecto
570,900,4666,1,1,170,159683,12/2015,22299,False,1,22299,tasado,,perfecto
905,1477,8094,1,1,205,156077,05/2016,21099,False,1,21099,tasado,,perfecto
670,1130,6171,3,2,131,59815,10/2021,18499,False,1,18499,tasado,,perfecto
235,413,2064,1,2,165,117934,01/2017,10999,False,1,10999,tasado,,perfecto
280,454,2173,1,2,140,104878,05/2018,12099,False,1,12099,tasado,,perfecto
380,654,3237,1,1,180,82024,09/2017,17399,False,1,17399,tasado,,perfecto
190,271,1496,3,2,82,93840,03/2019,7799,False,1,7799,tasado,,perfecto
800,1252,7003,1,1,90,135818,06/2018,10299,False,1,10299,tasado,,perfecto
550,849,4115,1,2,120,94418,10/2015,13999,False,1,13999,tasado,,perfecto
830,1332,7320,3,2,116,53305,11/2022,20099,False,1,20099,tasado,,perfecto
670,1111,6012,3,2,110,33507,02/2016,9099,False,1,9099,tasado,,perfecto
550,849,4116,1,2,121,84504,02/2019,16799,False,1,16799,tasado,,perfecto
345,604,3014,3,2,120,11824,04/2025,18799,False,1,18799,tasado,,perfecto
280,448,2140,3,2,70,35772,05/2020,10899,False,1,10899,tasado,,perfecto
590,978,5283,1,2,150,139929,07/2018,15099,False,1,15099,tasado,,perfecto
550,839,4056,1,2,122,81190,10/2019,17999,False,1,17999,tasado,,perfecto
285,514,2597,3,1,140,72673,06/2014,11599,False,1,11599,tasado,,perfecto
905,1478,8112,3,1,115,140488,06/2018,16599,False,1,16599,tasado,,perfecto
868,932,5059,3,2,106,41471,02/2023,14099,False,1,14099,tasado,,perfecto
190,269,1484,3,2,72,14328,08/2018,9399,False,1,9399,tasado,,perfecto
910,1516,8479,1,2,190,105081,10/2018,22999,False,1,22999,tasado,,perfecto
860,1397,7589,3,2,70,77263,10/2016,10199,False,1,10199,tasado,,perfecto
670,1111,6018,3,1,100,112868,05/2015,7499,False,1,7499,tasado,,perfecto
730,765,3776,3,1,150,82124,08/2020,20499,False,1,20499,tasado,,perfecto
190,275,1531,3,1,100,133325,04/2015,7699,False,1,7699,tasado,,perfecto
60,84,370,3,1,150,110105,10/2015,15999,False,1,15999,tasado,,perfecto
670,1126,6143,3,1,92,119950,02/2015,10099,False,1,10099,tasado,,perfecto
130,177,1172,1,1,190,81140,04/2019,29299,False,1,29299,tasado,,perfecto
860,1360,7432,3,2,72,20797,12/2024,15799,False,1,15799,tasado,,perfecto
860,1355,7407,1,3,136,112414,08/2016,13999,False,1,13999,tasado,,perfecto
905,1471,8063,3,2,110,70265,06/2021,16799,False,1,16799,tasado,,perfecto
130,159,869,3,1,115,145385,06/2014,12899,False,1,12899,tasado,,perfecto
285,509,2527,3,2,82,118112,05/2017,8399,False,1,8399,tasado,,perfecto
590,974,5251,3,1,150,44771,09/2021,29699,False,1,29699,tasado,,perfecto
