id,id_modelo,nombre
1117,174,xDrive 23i Mild-Hybrid
1118,174,xDrive 25d
1119,174,xDrive 25e
1120,174,xDrive 25i
1121,174,xDrive 28i
1122,174,xDrive 30e
1123,175,M35i
1124,175,sDrive 18d
1125,175,sDrive 18i
1126,175,sDrive 20d
1127,175,sDrive 20d Mild-Hybrid
1128,175,sDrive 20i
1129,175,sDrive 20i Mild-Hybrid
1130,175,xDrive 18d
1131,175,xDrive 20d
1132,175,xDrive 20d Mild-Hybrid
1133,175,xDrive 20i
1134,175,xDrive 25d
1135,175,xDrive 25e
1136,176,2.0d
1137,176,2.0i
1138,176,2.5i
1139,176,3.0d
1140,176,3.0i
1141,176,M
1142,176,M40d
1143,176,M40d Mild-Hybrid
1144,176,M40i
1145,176,M40i Mild-Hybrid
1146,176,M50 Mild-Hybrid
1147,176,sDrive18d
1148,176,sDrive 18d
1149,176,sDrive 20i
1150,176,xDrive 18d
1151,176,xDrive 20 Mild-Hybrid
1152,176,xDrive 20d
1153,176,xDrive 20d Mild-Hybrid
1154,176,xDrive 20i
1155,176,xDrive 20i Mild-Hybrid
1156,176,xDrive 25d
1157,176,xDrive 25i
1158,176,xDrive 28i
1159,176,xDrive 30d
1160,176,xDrive 30d Mild-Hybrid
1161,176,xDrive 30e
1162,176,xDrive 30i
1163,176,xDrive 30i Mild-Hybrid
1164,176,xDrive 35d
1165,176,xDrive 35i
1166,176,xDrive 40d Mild-Hybrid
1167,177,M
1168,177,M40d
1169,177,M40d Mild-Hybrid
1170,177,M40i
1171,177,M40i Mild-Hybrid
1172,177,xDrive 20d
1173,177,xDrive 20d Mild-Hybrid
1174,177,xDrive 20i
1175,177,xDrive 20i Mild-Hybrid
1176,177,xDrive 28i
1177,177,xDrive 30d
1178,177,xDrive 30d Mild-Hybrid
1179,177,xDrive 30i
1180,177,xDrive 30i Mild-Hybrid
1181,177,xDrive 35d
1182,177,xDrive 35i
1183,178,3.0d
1184,178,3.0i
1185,178,4.4i
1186,178,4.6is
1187,178,4.8i
1188,178,4.8is
1189,178,M
1190,178,M50d
1191,178,M50i
1192,178,M Mild-Hybrid
1193,178,sDrive 25d
1194,178,xDrive 25d
1195,178,xDrive 30d
1196,178,xDrive 30d Mild-Hybrid
1197,178,xDrive 30i
1198,178,xDrive 35d
1199,178,xDrive 35i
1200,178,xDrive 40d
1201,178,xDrive 40d Mild-Hybrid
1202,178,xDrive 40e
1203,178,xDrive 40i
1204,178,xDrive 40i Mild-Hybrid
1205,178,xDrive 45e
1206,178,xDrive 48i
1207,178,xDrive 50e
1208,178,xDrive 50i
1209,178,xDrive M60i Mild-Hybrid
1210,179,ActiveHybrid
1211,179,M
1212,179,M50d
1213,179,M50i
1214,179,M Mild-Hybrid
1215,179,xDrive 30d
1216,179,xDrive 30d Mild-Hybrid
1217,179,xDrive 35d
1218,179,xDrive 35i
1219,179,xDrive 40d
1220,179,xDrive 40d Mild-Hybrid
1221,179,xDrive 40i
1222,179,xDrive 40i Mild-Hybrid
1223,179,xDrive 50i
1224,179,xDrive M60i Mild-Hybrid
1225,180,M50d
1226,180,M50i
1227,180,M60i Mild-Hybrid
1228,180,xDrive 30d
1229,180,xDrive 40d Mild-Hybrid
1230,180,xDrive 40i
1231,180,xDrive 40i Mild-Hybrid
1232,181,4.4 Plug-in Hybrid
1233,181,50e
1234,181,XM
1235,182,Z1
1236,183,1.8
1237,183,1.9
1238,183,2.0
1239,183,2.2
1240,183,2.8
1241,183,3.0
1242,183,M
1243,184,2.0i
1244,184,2.2i
1245,184,2.5i
1246,184,2.5si
1247,184,3.0i
1248,184,3.0si
1249,184,M
1250,184,M40i
1251,184,sDrive 18i
1252,184,sDrive 20i
1253,184,sDrive 23i
1254,184,sDrive 28i
1255,184,sDrive 30i
1256,184,sDrive 35i
1257,184,sDrive 35is
1258,185,4.9
1259,186,2.0 TGDI
1260,187,1.6
1261,187,1.8
1262,188,2.0
1263,188,2.4
1264,189,3.8 V6
1265,190,electric drive 130 kW
1266,190,electric drive 150 kW
1267,191,electric drive 150 kW
1268,192,electric drive 70 kW
1269,192,electric drive 130 kW
1270,192,electric drive 150 kW
1271,193,electric drive 65 kW
1272,193,electric drive 115 kW
1273,194,electric drive 100 kW
1274,195,electric drive 380 kW
1275,196,electric drive 170 kW
1276,196,electric drive 230 kW
1277,196,electric drive 390 kW
1278,197,1.5 PHEV
1279,198,1.5 PHEV DM-i
1280,198,electric drive 160 kW
1281,199,electric drive 230 kW
1282,199,electric drive 390 kW
1283,200,electric drive 380 kW
1284,201,2.0
1285,201,3.6 V6
1286,202,1.9 D PDF
1287,202,2.0 Turbo
1288,202,2.8 V6 Turbo
1289,203,3.0 V6
1290,204,2.0
1291,204,2.6 V6
1292,204,2.8 V6
1293,204,3.0 V6
1294,204,3.2 V6
1295,204,3.6 V6
1296,204,6.2 V8
1297,205,3.0 V6
1298,205,3.6 V6
1299,205,6.2 V8
1300,206,4.6 V8
1301,207,GMT800 6.0 V8
1302,207,GMT800 6.2 V8
1303,207,GMT900 6.0 V8
1304,207,GMT900 6.2 V8
1305,207,GMT926 6.2 V8
1306,208,electric drive 388 kW
1307,208,electric drive 452 kW
1308,209,electric drive 224 kW
1309,209,electric drive 225 kW
1310,210,4.6 V8
1311,211,3.0 V6
1312,211,3.6 V6
1313,211,4.6 V8
1314,212,3.6 V6
1315,212,4.6 V8
1316,213,electric drive 452 kW
1317,214,4.6 V8
1318,215,350D
1319,215,350T
1320,216,3.6 V6
1321,217,Active
1322,217,Avantgarde
1323,217,Business
1324,218,1.6
1325,218,1.8
1326,219,electric drive 200 kW
1327,219,electric drive 320 kW
1328,220,electric drive 160 kW
1329,221,Junior
1330,221,Junior+
1331,221,Sportline
1332,221,ST
1333,222,2.4
1334,222,3.4 V6
1335,223,4.3 V6
1336,224,1.2
1337,224,1.3 Diesel
1338,224,1.4
1339,224,1.6
1340,225,2.8 V6
1341,225,4.3 V6
1342,225,5.7 V8
1343,225,6.2 Diesel
1344,226,2.0 Turbo
1345,226,3.8 V6
1346,226,5.7 V8
1347,226,6.2 V8
1348,227,2.0 Diesel
1349,227,2.2 Diesel
1350,227,2.4
1351,227,3.0
1352,227,3.2
1353,228,5.7 V8
1354,228,6.0 V8
1355,228,6.2
1356,228,Z06 7.0 V8
1357,229,1.4
1358,229,1.4 TURBO
1359,229,1.6
1360,229,1.7 Diesel
1361,229,1.8
1362,229,2.0 Diesel
1363,230,2.0
1364,230,2.0 Diesel
1365,230,2.5
1366,231,2.0
1367,232,2.4
1368,233,1.2
1369,233,1.4
1370,234,1.4
1371,234,1.6
1372,234,1.8
1373,234,2.0 Diesel
1374,235,2.0 Diesel
1375,235,2.4
1376,236,0.8
1377,236,0.8 LPG
1378,236,1.0
1379,237,1.6
1380,237,1.8
1381,237,2.0 Diesel
1382,238,1.4 TURBO
1383,238,1.8
1384,238,2.0 Diesel
1385,239,1.6
1386,239,2.0
1387,240,1.0
1388,240,1.2
1389,241,5.3 V8
1390,241,5.7 V8
1391,241,6.5 V8
1392,242,4.2
1393,243,3.4 V6
1394,244,1.4 TURBO
1395,244,1.6
1396,244,1.7 Diesel
1397,245,electric drive 111 kW
1398,246,2.7
1399,246,3.0 CRD
1400,246,3.5
1401,246,5.7 V8
1402,246,6.1
1403,247,2.7
1404,247,3.5
1405,248,3.2
1406,248,3.2 V6
1407,249,2.5
1408,250,2.2
1409,250,2.5
1410,251,2.4
1411,251,2.5 CRD
1412,251,2.5 Turbodiesel
1413,251,2.8 CRD
1414,251,3.3
1415,251,3.3 V6
1416,251,3.8 V6
1417,252,2.2
1418,253,2.2
1419,253,2.5
1420,254,2.2
1421,254,2.5
1422,254,3.0
1423,255,1.6
1424,255,1.8
1425,255,2.0
1426,256,3.5
1427,257,1.6
1428,257,2.0
1429,257,2.2 CRD
1430,257,2.4
1431,257,2.4 Turbo
1432,258,2.5
1433,258,3.0
1434,259,2.0
1435,259,2.0 CRD
1436,259,2.4
1437,259,2.7
1438,259,2.7 V6
1439,260,2.0
1440,260,2.5
1441,261,8.0 V10
1442,262,3.5
1443,263,2.0
1444,263,2.4
1445,263,2.5
1446,263,2.5 CRD
1447,263,2.5 Turbodiesel
1448,263,2.8 CRD
1449,263,3.0
1450,263,3.3
1451,263,3.3 V6
1452,263,3.8 V6
1453,264,0.6
1454,265,electric drive 6 kW
1455,266,1.0
1456,266,1.1
1457,266,1.4
1458,266,1.4 Diesel
1459,266,1.5 Diesel
1460,267,1.1
1461,267,1.2
1462,267,1.2 PureTech
1463,267,1.4
1464,267,1.4 Bivalent
1465,267,1.5 Blue-HDi
1466,267,1.5 Diesel
1467,267,1.6
1468,267,1.6 Blue-HDi
1469,267,1.6 e-HDi
1470,267,1.6 HDi
1471,267,1.8
1472,267,1.8 Diesel
1473,267,1.9 Diesel
1474,267,2.0 HDi
1475,267,electric drive 49 kW
1476,267,electric drive 100 kW
1477,268,1.4
1478,268,1.6
1479,268,1.8 Turbodiesel
1480,268,1.9
1481,268,1.9 Diesel
1482,269,1.0
1483,269,1.0 e-VTi
1484,269,1.0 VTi
1485,269,1.2 VTi
1486,269,1.4 HDi
1487,270,1.1
1488,270,1.4
1489,270,1.4 HDi
1490,270,1.6
1491,270,1.6 HDi
1492,271,1.0 VTi
1493,271,1.1
1494,271,1.2 e-VTi
1495,271,1.2 Mild-Hybrid
1496,271,1.2 PureTech
1497,271,1.2 Turbo
1498,271,1.2 VTi
1499,271,1.4
1500,271,1.4 HDi
1501,271,1.4 VTi
1502,271,1.5 Blue-HDi
1503,271,1.6
1504,271,1.6 Blue-HDi
1505,271,1.6 e-HDi
1506,271,1.6 HDi
1507,271,1.6 VTi
1508,271,electric drive 83 kW
1509,272,1.2 Mild-Hybrid
1510,272,1.2 PureTech
1511,272,1.2 Turbo
1512,272,1.5 Blue-HDi
1513,272,1.6 Blue-HDi
1514,272,electric drive 83 kW
1515,273,1.2 PureTech
1516,273,1.4 VTi
1517,273,1.6 Blue-HDi
1518,273,1.6 HDi
1519,273,1.6 VTi
1520,274,1.4
1521,274,1.4 HDi
1522,274,1.6
1523,275,1.2 e-THP
1524,275,1.2 Mild-Hybrid
1525,275,1.2 PureTech
1526,275,1.2 PureTech Mild-Hybrid
1527,275,1.4
1528,275,1.4 VTi
1529,275,1.5 Blue-HDi
1530,275,1.6
1531,275,1.6 Blue-HDi
1532,275,1.6 e-HDi
1533,275,1.6 HDi
1534,275,1.6 THP
1535,275,1.6 VTi
1536,275,2.0
1537,275,2.0 Blue-HDi
1538,275,2.0 HDi
1539,275,electric drive 100 kW
1540,275,electric drive 115 kW
1541,276,1.6
1542,276,1.6 e-HDi
1543,276,1.6 HDi
1544,276,1.8 e-HDi
1545,276,1.8 HDi
1546,277,1.2 e-THP
1547,277,1.2 e-VTi
1548,277,1.2 PureTech
1549,277,1.2 VTi
1550,277,1.5 Blue-HDi
1551,277,1.6 Blue-HDi
1552,277,1.6 e-HDi
1553,278,1.2 e-THP
1554,278,1.2 PureTech
1555,278,1.6 Blue-HDi
1556,278,1.6 e-HDi
1557,278,1.6 HDi
1558,278,1.6 THP
1559,278,1.6 VTi
1560,278,1.8
1561,278,2.0
1562,278,2.0 Blue-HDi
1563,278,2.0 HDi
1564,279,1.2 PureTech
1565,279,1.5 Blue-HDi
1566,279,1.6 Blue-HDi
1567,279,1.6 PureTech
1568,279,2.0 Blue-HDi
1569,280,1.2 PureTech
1570,280,1.6
1571,280,1.6 Blue-HDi
1572,280,1.6 e-HDi
1573,280,1.6 HDi
1574,280,1.6 THP
1575,280,1.6 VTi
1576,280,1.8
1577,280,2.0
1578,280,2.0 Blue-HDi
1579,280,2.0 HDi
1580,281,1.2 PureTech
1581,281,1.5 Blue-HDi
1582,281,1.6 Blue-HDi
1583,281,2.0 Blue-HDi
1584,282,1.2 Mild-Hybrid
1585,282,1.2 PureTech
1586,282,1.2 PureTech Mild-Hybrid
1587,282,1.2 Turbo
1588,282,1.5 Blue-HDi
1589,282,electric drive 100 kW
1590,282,electric drive 115 kW
1591,283,1.6
1592,283,1.6 HDi
1593,283,1.6 THP
1594,283,1.6 VTi
1595,283,1.8
1596,283,2.0
1597,283,2.0 Blue-HDi
1598,283,2.0 HDi
1599,283,2.0 HPi
1600,283,2.2 HDi
1601,283,2.2 HDi BiTurbo
1602,283,2.7 V6 HDi BiTurbo
1603,283,3.0 V6
1604,283,3.0 V6 HDi BiTurbo
1605,284,1.2 Mild-Hybrid
1606,284,1.2 PureTech
1607,284,1.5 Blue-HDi
1608,284,1.6 Plug-in Hybrid
1609,284,1.6 Plug-in Hybrid ë-EAT8
1610,284,1.6 PureTech
1611,284,2.0 Blue-HDi
1612,284,electric drive 157 kW
1613,285,2.0 Blue-HDi
1614,285,2.0 HDi
1615,285,2.2 HDi
1616,286,1.2 Mild-Hybrid
1617,286,1.2 PureTech
1618,286,1.2 PureTech Mild-Hybrid
1619,286,1.6 Plug-in Hybrid
1620,286,1.6 PureTech
1621,287,2.2 HDi BiTurbo
1622,287,2.7 V6 HDi BiTurbo
1623,287,3.0 V6
1624,287,3.0 V6 HDi BiTurbo
1625,288,2.0
1626,288,2.0 HDi
1627,288,2.2
1628,288,2.2 HDi
1629,288,2.2 HDi BiTurbo
1630,288,3.0 V6
1631,289,1.1
1632,289,1.4
1633,289,1.8 Diesel
1634,290,1.8
1635,290,1.9 Diesel
1636,290,2.0
1637,290,2.5 Diesel
1638,290,2.5 Turbodiesel
1639,291,2.2 HDi
1640,291,2.4
1641,292,1.2
1642,292,1.2 PureTech
1643,292,1.6
1644,292,1.6 Blue-HDi
1645,292,1.6 HDi
1646,292,1.6 VTi
1647,293,electric drive 25 kW
1648,293,electric drive 47 kW
1649,293,electric drive 50 kW
1650,294,2.0
1651,294,2.2
1652,294,2.4
1653,294,2.5
1654,294,2.5 Diesel
1655,294,2.5 Turbo
1656,294,2.5 Turbodiesel
1657,295,1.2 e-VTi
1658,295,1.2 PureTech
1659,295,1.2 VTi
1660,295,1.4 HDi
1661,295,1.4 VTi
1662,295,1.6 Blue-HDi
1663,295,1.6 e-HDi
1664,295,1.6 HDi
1665,295,1.6 THP
1666,295,1.6 VTi
1667,296,1.2 PureTech
1668,296,1.2 VTi
1669,296,1.6 Blue-HDi
1670,296,1.6 e-HDi
1671,296,1.6 THP
1672,296,1.6 VTi
1673,297,1.2 PureTech
1674,297,1.6 Blue-HDi
1675,297,1.6 e-HDi
1676,297,1.6 HDi
1677,297,1.6 THP
1678,297,1.6 VTi
1679,297,2.0 Blue-HDi
1680,297,2.0 HDi
1681,298,1.6
1682,298,1.6 Blue-HDi
1683,298,1.6 HDi
1684,298,1.6 THP
1685,298,2.0 Blue-HDi
1686,298,2.0 HDi
1687,298,2.0 HDi Hybrid4
1688,299,2.0
1689,300,2.3
1690,301,0.6
1691,302,electric drive 50 kW
1692,303,1.9 Turbodiesel
1693,303,2.0
1694,303,2.0 HDi
1695,303,2.1 Turbodiesel
1696,304,1.2
1697,304,1.3
1698,305,2.0 Blue-HDi
1699,305,2.2 Blue-HDi
1700,306,1.9 Diesel
1701,306,1.9 Turbodiesel
1702,306,2.0
1703,306,2.0 Bivalent
1704,306,2.0 Blue-HDi
1705,306,2.0 HDi
1706,306,2.2 Blue-HDi
1707,306,2.2 e-HDi
1708,306,2.2 HDi
1709,306,2.5 Diesel
1710,306,2.5 TDI
1711,306,2.5 Turbodiesel
1712,306,2.8 HDi
1713,306,3.0 HDi
1714,306,electric drive 100 kW
1715,306,electric drive 198 kW
1716,306,electric drive 205 kW
1717,307,1.5 Blue-HDi
1718,307,1.5 Diesel
1719,307,1.6
1720,307,1.6 Blue-HDi
1721,307,1.6 HDi
1722,307,1.9 Diesel
1723,307,1.9 Turbodiesel
1724,307,2.0
1725,307,2.0 Blue-HDi
1726,307,2.0 HDi
1727,307,2.2 Diesel
1728,307,electric drive 100 kW
1729,308,0.65
1730,308,1.1
1731,309,1.3 HDi
1732,309,1.4
1733,309,1.4 HDi
1734,310,1.0
1735,310,1.1
1736,310,1.4
1737,310,1.5 Diesel
1738,310,1.6
1739,311,2.6 V6
1740,312,2.0 Blue-HDi
1741,312,2.2 Diesel
1742,312,electric drive 100 kW
1743,313,0.65
1744,313,1.1
1745,313,1.2
1746,313,1.4
1747,313,1.6
1748,313,1.8 Diesel
1749,314,1.6
1750,314,1.8
1751,314,1.9 Diesel
1752,314,1.9 Turbodiesel
1753,314,2.0
1754,314,2.0 HDi
1755,314,2.1 Turbodiesel
1756,314,3.0 V6
1757,315,2.0
1758,315,2.0 Turbo
1759,315,2.1 Diesel
1760,315,2.1 Turbodiesel
1761,315,2.5 Turbodiesel
1762,315,3.0 V6
1763,316,1.4
1764,316,1.4 HDi
1765,316,1.6
1766,316,1.8
1767,316,1.8 Diesel
1768,316,1.9 Diesel
1769,316,1.9 Turbodiesel
1770,316,2.0
1771,316,2.0 HDi
1772,317,1.6
1773,317,1.6 HDi
1774,317,1.8
1775,317,2.0
1776,317,2.0 HDi
1777,318,1.4
1778,318,1.6
1779,318,1.8
1780,318,1.9
1781,318,1.9 Diesel
1782,318,1.9 Turbodiesel
1783,318,2.0
1784,319,6.2 V8
1785,320,5.5 V8
1786,320,6.2 V8
1787,320,6.2 V8 E-Ray
1788,321,6.2 V8
1789,322,1.5 TSI ACT
1790,322,2.0 TSI
1791,323,electric drive 150 kW
1792,323,electric drive 170 kW
1793,323,electric drive 240 kW
1794,324,1.4 e-HYBRID
1795,324,1.5 e-HYBRID
1796,324,1.5 eTSI
1797,324,1.5 TSI ACT
1798,324,1.5 TSI eHybrid
1799,324,2.0 TDI
1800,324,2.0 TSI
1801,324,2.5 TSI
1802,325,1.4 e-HYBRID
1803,325,1.5 e-HYBRID
1804,325,1.5 eTSI
1805,325,1.5 TSI ACT
1806,325,2.0 TDI
1807,325,2.0 TSI
1808,326,1.5 e-HYBRID
1809,326,2.0 TDI
1810,326,2.0 TSI
1811,327,electric drive 210 kW
1812,327,electric drive 250 kW
1813,328,1.5 e-HYBRID
1814,328,1.5 eTSI
1815,328,2.0 TSI
1816,329,1.2
1817,330,1.3
1818,331,1.3
1819,332,1.3
1820,333,1.4
1821,333,1.6
1822,333,1.9 Diesel
1823,334,1.4
1824,334,1.6
1825,334,1.9 Diesel
1826,335,1.4
1827,335,1.6
1828,335,1.9 Diesel
1829,336,1.4
1830,336,1.6
1831,337,1.4
1832,338,1.4
1833,338,1.6
1834,339,1.4
1835,340,1.2 Hybrid-G
1836,340,1.2 TCe LPG
1837,340,1.2 TCe Mild-Hybrid
1838,340,1.8 Hybrid E-Tech
1839,341,1.2 TCe
1840,341,1.3 TCe
1841,341,1.5 Blue dCi
1842,341,1.5 dCi
1843,341,1.5 dCi Diesel
1844,341,1.6
1845,341,1.6 LPG
1846,341,1.6 SCe
1847,341,1.6 SCe LPG
1848,342,1.2 TCe
1849,342,1.3 TCe
1850,342,1.5 Blue dCi
1851,342,1.5 dCi
1852,342,1.5 dCi Diesel
1853,342,1.6
1854,342,1.6 LPG
1855,342,1.6 SCe
1856,342,1.6 SCe LPG
1857,343,1.0 TCe
1858,343,1.0 TCe ECO-G
1859,343,1.0 TCe LPG
1860,343,1.2 Hybrid-G
1861,343,1.2 TCe
1862,343,1.2 TCe ECO-G
1863,343,1.2 TCe Mild-Hybrid
1864,343,1.3 TCe
1865,343,1.5 Blue dCi
1866,343,1.5 dCi
1867,343,1.6
1868,343,1.6 Hybrid
1869,343,1.6 Hybrid E-Tech
1870,343,1.6 LPG
1871,343,1.6 SCe
1872,343,1.6 SCe LPG
1873,343,1.8 Hybrid E-Tech
1874,344,1.0 TCe
1875,344,1.0 TCe LPG
1876,344,1.6 Hybrid E-Tech
1877,345,1.2 TCe
1878,345,1.3 TCe
1879,345,1.5 Blue dCi
1880,345,1.5 dCi
1881,345,1.5 dCi Diesel
1882,345,1.6
1883,345,1.6 LPG
1884,345,1.6 SCe
1885,345,1.6 SCe LPG
1886,346,0.9 TCe
1887,346,0.9 TCe LPG
1888,346,1.0
1889,346,1.2
1890,346,1.2 LPG
1891,346,1.4
1892,346,1.5 dCi
1893,346,1.6
1894,347,1.4
1895,347,1.5 dCi
1896,347,1.6
1897,348,0.9 TCe
1898,348,0.9 TCe LPG
1899,348,1.0
1900,348,1.0 SCe
1901,348,1.0 TCe
1902,348,1.0 TCe LPG
1903,348,1.2
1904,348,1.2 LPG
1905,348,1.4
1906,348,1.5 dCi
1907,348,1.6
1908,348,1.6 E85
1909,348,1.6 LPG
1910,349,1.5 dCi
1911,349,1.6
1912,350,0.9 TCe
1913,350,0.9 TCe LPG
1914,350,1.0
1915,350,1.0 SCe
1916,350,1.0 TCe
1917,350,1.0 TCe LPG
1918,350,1.2
1919,350,1.2 LPG
1920,350,1.4
1921,350,1.4 LPG
1922,350,1.5 Blue dCi
1923,350,1.5 dCi
1924,350,1.6
1925,350,1.6 E85
1926,350,1.6 LPG
1927,351,1.4
1928,351,1.9 Diesel
1929,352,electric drive 33 kW
1930,352,electric drive 48 kW
1931,353,1.4
1932,354,1.5
1933,354,1.5 LPG
1934,355,0.8
1935,356,1.5
1936,356,1.8
1937,356,2.0
1938,357,2.0
1939,358,1.2
1940,358,1.4
1941,359,1.4
1942,359,1.6
1943,359,1.8
1944,360,1.4
1945,360,1.5
1946,360,1.6
1947,361,2.0
1948,361,2.2
1949,362,0.8
1950,362,1.0
1951,363,1.5
1952,364,1.6
1953,364,1.6 LPG
1954,364,1.8
1955,364,2.0
1956,365,1.6
1957,365,2.0
1958,366,1.6
1959,366,1.8
1960,366,2.0
1961,367,1.6
1962,368,1.0
1963,368,1.0 Turbo
1964,368,1.0 Turbodiesel
1965,368,1.3
1966,368,1.5
1967,368,1.6
1968,369,0.7
1969,369,1.3
1970,370,0.5
1971,370,0.6
1972,370,0.9
1973,370,1.0
1974,371,1.5
1975,371,1.6
1976,372,1.0
1977,372,1.2 Diesel
1978,372,1.3
1979,373,1.3
1980,373,1.5
1981,374,0.9
1982,374,1.0
1983,375,1.0
1984,375,1.3
1985,375,1.5
1986,376,1.0
1987,377,1.0
1988,378,1.3
1989,378,1.5
1990,379,1.0
1991,380,1.0
1992,380,1.3
1993,380,1.3 Turbo
1994,381,1.5 Plug-in Hybrid
1995,382,1.5 Turbo
1996,382,1.5 Turbo LPG
1997,383,1.5
1998,383,1.5 LPG
1999,384,1.5 Turbo
2000,384,1.5 Turbo LPG
2001,385,1.5 Turbo
2002,386,electric drive 120 kW
2003,387,2.0
2004,387,2.0 CRD
2005,388,1.8
2006,388,2.0
2007,388,2.0 CRD
2008,388,2.2 CRD
2009,388,2.4
2010,389,2.0 CRD
2011,389,2.4
2012,389,2.7
2013,390,2.8 CRD
2014,390,4.0 V6
2015,391,5.7 V8
2016,391,6.2 V8
2017,392,1.1
2018,392,1.3
2019,393,1.5
2020,393,1.5 LPG
2021,395,1.6
2022,397,1.5
2023,397,1.5 LPG
2024,397,1.6
2025,397,1.6 DVVT
2026,397,1.8
2027,397,1.9 Td
2028,397,2.0
2029,398,1.5
2030,398,1.5 LPG
2031,399,1.5
2032,400,1.5 LPG
2033,400,1.5 Plug-in Hybrid
2034,400,1.6 T-GDI
2035,400,1.6 T-GDI LPG
2036,401,1.5 Plug-in Hybrid
2037,402,1.3
2038,403,electric drive 85 kW
2039,404,1.6
2040,405,1.6 DVVT
2041,406,1.5
2042,409,1.0
2043,410,1.2 Mild-Hybrid
2044,410,1.2 PureTech
2045,410,1.2 PureTech Mild-Hybrid
2046,410,1.5 Blue-HDi
2047,410,1.6 Blue-HDi
2048,410,1.6 E-Tense Hybrid
2049,410,1.6 THP
2050,410,electric drive 115 kW
2051,411,1.2 PureTech
2052,411,1.6 Blue-HDi
2053,411,1.6 THP
2054,412,1.2 PureTech
2055,412,1.5 Blue-HDi
2056,412,electric drive 100 kW
2057,413,1.2 Mild-Hybrid
2058,413,1.2 PureTech
2059,413,1.2 PureTech Mild-Hybrid
2060,413,1.5 Blue-HDi
2061,413,1.6 Blue-HDi
2062,413,1.6 E-Tense Hybrid
2063,413,1.6 PureTech
2064,413,1.6 THP
2065,413,2.0 Blue-HDi
2066,414,1.2 PureTech
2067,414,1.6 Blue-HDi
2068,414,2.0 Blue-HDi
2069,415,1.6 Blue-HDi
2070,415,1.6 THP
2071,415,2.0 Blue-HDi
2072,415,2.0 HDi Hybrid4
2073,416,1.5 Blue-HDi
2074,416,1.6 E-Tense Hybrid
2075,417,1.2 PureTech
2076,417,1.5 Blue-HDi
2077,417,1.6 E-Tense Hybrid
2078,417,1.6 PureTech
2079,417,2.0 Blue-HDi
2080,418,1.6 E-Tense Hybrid
2081,418,1.6 PureTech
2082,419,1.2 Mild-Hybrid
2083,419,1.5 Blue-HDi
2084,419,1.6 Hybrid
2085,419,1.6 Plug-in Hybrid
2086,419,E-Tense 157 kW
2087,419,electric drive 157 kW
2088,420,electric drive 169 kW
2089,420,electric drive 180 kW
2090,420,electric drive 257 kW
2091,421,electric drive 86 kW
2092,422,electric drive 20 kW
2093,422,electric drive 40 kW
2094,422,electric drive 57 kW
2095,422,electric drive 60 kW
2096,423,1.5 HEV
2097,424,1.6 TGDI
2098,425,1.5 TGDI PHEV
2099,425,1.6 TGDI
2100,426,1.5
2101,426,1.5 LPG
2102,426,electric drive 85 kW
2103,427,1.6
2104,427,1.6 LPG
2105,427,2.0 TD
2106,428,1.5
2107,428,1.5 LPG
2108,428,1.6
2109,428,1.6 LPG
2110,429,1.5
2111,429,1.5 LPG
2112,429,1.5 Turbo
2113,429,1.5 Turbo LPG
2114,430,1.5
2115,430,1.5 LPG
2116,431,1.5
2117,431,1.5 LPG
2118,432,5.5 V12
2119,433,4.5 V8
2120,434,5.5 V12
2121,435,5.8 V12
2122,436,6.0 V12
2123,437,5.8 V12
2124,438,4.3 V8
2125,439,3.5 V8
2126,440,3.6 V8
2127,441,3.6 V8
2128,442,4.3 V8
2129,443,4.3 V8
2130,444,6.3 V12
2131,445,1.4 Turbo
2132,446,2.0
2133,447,0.9
2134,447,1.0
2135,447,1.3
2136,447,1.3 Diesel
2137,448,0.9
2138,448,1.0 FireFly Mild-Hybrid
2139,448,1.0 Mild-Hybrid
2140,448,1.2
2141,448,1.2 Benzin / LPG
2142,448,1.2 LPG
2143,448,1.3 JTD
2144,448,1.3 M-Jet
2145,448,1.4
2146,448,electric drive 20 kW
2147,449,0.9
2148,449,1.0 FireFly Mild-Hybrid
2149,449,1.0 Mild-Hybrid
2150,449,1.2
2151,449,1.3 JTD
2152,449,1.3 M-Jet
2153,449,1.4
2154,450,electric drive 70 kW
2155,450,electric drive 87 kW
2156,451,electric drive 70 kW
2157,451,electric drive 87 kW
2158,452,0.9
2159,452,0.9 Bi-Fuel CNG
2160,452,0.9 TwinAir Natural Power CNG
2161,452,1.3 JTD
2162,452,1.3 M-Jet
2163,452,1.4
2164,452,1.4 Turbo
2165,452,1.6 JTDM
2166,453,1.3 JTD
2167,453,1.4
2168,453,1.6 JTDM
2169,454,1.0 Turbo
2170,454,1.3 M-Jet
2171,454,1.3 Turbo
2172,454,1.4
2173,454,1.4 Turbo
2174,454,1.5 Mild-Hybrid
2175,454,1.6
2176,454,1.6 E-torQ
2177,454,1.6 JTDM
2178,454,1.6 M-Jet
2179,454,2.0 M-Jet
2180,454,2.0 Multijet
2181,455,1.2 Mild-Hybrid
2182,456,electric drive 115 kW
2183,457,0.9
2184,458,1.4
2185,459,1.6
2186,459,2.0
2187,459,2.5 Diesel
2188,459,2.5 Turbodiesel
2189,460,1.8
2190,461,1.2
2191,461,1.4
2192,461,1.6
2193,461,1.8
2194,461,1.9 Diesel
2195,461,1.9 JTD
2196,461,1.9 Turbodiesel
2197,462,1.2
2198,462,1.4
2199,462,1.4 Turbo
2200,462,1.6
